id,label
108983,0
105751,1
102225,0
104590,0
103987,1
102651,1
109613,0
102198,0
101362,1
101982,0
108752,1
101961,0
107444,0
101311,1
112046,1
107837,1
112964,0
102211,1
104558,1
111527,1
100542,0
105063,0
100775,0
100583,0
109617,1
109889,0
107020,0
111086,1
111779,1
105958,1
106072,1
106345,1
108396,0
104705,1
101547,0
103823,1
112585,1
104380,0
111148,0
104773,1
108589,1
101811,1
103091,1
104477,0
112525,1
105663,0
103515,1
111490,0
104174,1
102450,0
109444,1
100315,0
112664,1
110022,1
100062,1
101198,0
103676,1
108226,0
100250,1
100007,0
112684,1
105673,0
106954,0
103181,1
103404,1
112769,1
100075,1
110087,1
102463,0
103295,0
106797,1
111897,0
102790,0
112815,0
112012,0
101599,1
107398,1
104330,0
100781,0
105999,0
103207,0
108010,1
107464,0
102354,1
101182,0
111907,0
108339,0
104949,1
101336,1
105113,1
104422,1
109487,0
109290,1
105651,1
103060,1
108779,0
110096,0
109690,1
110062,0
108847,1
107521,1
104271,0
110103,0
108920,0
112640,1
105181,0
112857,1
101810,0
106719,0
103434,0
110608,1
104361,0
102482,0
102079,0
111291,1
108717,1
112553,0
110969,0
103225,1
111107,0
110610,1
110989,0
101317,1
103427,0
106909,1
108570,0
112521,0
110469,1
112786,0
107960,1
102618,0
112865,0
102331,0
112148,1
106467,0
102360,0
111390,0
109765,0
112116,1
111596,1
112145,1
111555,1
112542,1
110076,1
103236,1
113027,0
103227,0
102553,0
102082,1
105067,1
111804,1
107298,1
109753,0
101666,0
109427,0
106721,1
110681,1
103719,1
107553,1
105174,1
112551,1
105776,1
100535,0
100770,1
109681,0
104678,0
102408,0
105741,1
111035,1
111830,1
100959,0
110429,1
112475,1
109387,0
108480,0
106169,0
100265,1
101363,0
101270,0
109173,1
105088,1
111486,0
110327,0
106275,1
106837,1
105935,1
101828,0
109683,1
102752,1
103152,0
101727,1
109213,0
106201,1
112324,1
104595,0
105306,0
101601,1
103656,1
111551,1
107862,1
103745,1
111403,1
105017,1
100292,0
109002,0
112787,1
103541,1
100009,0
102033,1
100397,1
109845,0
109386,1
103716,1
100232,1
110121,0
100023,0
105260,1
105614,0
108604,0
108095,0
106188,1
106297,0
110465,0
101597,0
106278,1
112421,0
109079,0
111384,1
108797,0
108868,0
111879,1
107191,1
104181,0
106729,0
111181,1
106179,0
109449,0
112328,0
104651,1
112197,0
104959,0
100756,0
108038,1
101224,1
100348,1
102663,1
110706,1
111948,0
103899,1
100918,1
107683,0
104598,1
107841,0
112885,0
101103,1
104684,1
100213,1
106752,0
100891,0
110999,0
108922,1
108146,1
112074,1
102242,0
107842,0
110334,0
110727,0
107367,1
102064,1
101852,0
105570,1
112458,0
102647,1
104474,1
112953,1
106916,0
104802,0
108014,1
102946,1
103047,0
100845,0
104162,1
110050,0
111881,0
105792,0
112179,1
112212,1
102577,0
103071,0
104640,1
109001,1
104266,0
107371,0
111463,1
111029,0
104160,1
111660,0
112839,1
109653,0
108173,1
107530,0
103839,0
104208,0
101619,0
110854,0
112777,0
101654,0
110303,1
107414,0
104351,0
112115,1
107221,1
101833,1
108492,0
105197,0
101481,0
108854,0
107000,1
109482,0
107017,1
108891,1
112288,0
105527,1
106506,0
104599,1
107374,1
103834,0
112911,1
101849,1
103400,1
109537,0
104092,0
108941,1
112590,0
110122,1
108059,1
109039,0
103506,0
104956,0
102601,1
101755,0
108811,1
109655,1
104805,1
105010,0
101325,1
107810,0
107189,0
107698,0
102928,1
107372,0
102407,1
112305,1
103377,1
101529,0
109090,1
112947,1
109964,0
112679,1
110925,1
101015,0
112265,1
110317,1
112709,1
100608,1
111197,0
107320,1
110246,1
109251,1
103452,0
108441,0
110080,1
112870,0
104716,0
111441,1
110688,1
110495,0
100096,1
100989,0
103633,0
106357,0
107657,1
100725,0
107210,1
104521,1
111791,0
102376,1
108827,0
106084,0
107796,0
106640,0
102951,0
104682,0
107386,1
108213,0
101443,1
112268,0
104639,0
100584,0
107037,0
109426,1
104409,1
107566,0
101732,1
101413,0
109176,0
102352,0
107481,1
109239,0
100123,1
110375,0
104721,1
106483,0
110535,0
109272,1
102947,0
105432,0
102336,0
110029,1
111675,0
104215,0
100511,1
100729,0
106561,0
102419,1
103111,1
105586,1
107171,1
101756,0
105820,0
108105,0
101831,0
106830,0
105901,1
108063,1
108086,1
109931,1
101744,0
112516,0
112959,0
103124,0
109296,1
101012,1
108865,0
108411,0
112832,0
105110,1
110475,0
105207,1
110542,1
107224,1
108446,0
103001,0
109024,0
110166,1
100517,0
108635,1
110756,0
109775,0
110837,0
110649,0
108559,0
104519,1
106303,0
109123,0
100632,0
107250,0
102062,0
106427,0
103979,0
100141,0
100956,0
107557,1
112136,0
104414,1
109398,0
105313,1
107732,1
100518,1
109664,0
107348,0
110872,0
110193,0
103062,1
104095,0
100839,0
100679,0
103808,1
104689,0
102205,0
105716,1
109008,1
100912,0
102233,0
111171,0
104952,1
101036,0
103840,1
104688,1
102600,0
102998,0
100837,0
105423,0
110731,1
110032,1
104738,1
100648,1
106583,0
103628,0
108799,0
109243,0
106111,0
112632,0
105602,0
101969,1
102089,0
110461,0
100432,1
101802,1
110000,1
100610,1
109549,0
108252,1
110505,1
101316,1
112287,0
101720,0
102073,0
111337,0
103824,1
104993,1
107356,0
105052,1
112466,0
106298,0
112188,1
112286,0
112878,0
104822,0
100667,0
101283,1
109004,0
103185,0
105290,0
111799,1
109023,0
110664,0
103453,1
108946,1
108515,0
104425,0
100428,1
111615,0
104515,0
110060,0
107337,0
103421,0
101150,1
109985,1
106214,0
107213,0
103648,0
107335,1
107285,0
102311,1
103511,0
103315,1
101252,0
101110,1
106090,1
110466,0
110306,0
102019,0
106053,0
108093,0
100864,0
107956,1
109979,1
107637,1
110887,1
109621,1
105127,1
111417,1
108725,0
100748,0
100037,1
112432,1
108765,0
103330,1
108413,1
111854,0
109714,0
102356,0
106631,0
112716,0
108484,0
103220,1
102286,1
111589,1
105280,0
109998,0
109689,1
110621,1
111558,0
104341,0
110486,1
103723,0
101119,1
100314,0
107697,1
107064,1
105736,1
108111,1
111811,1
107642,0
103492,0
108359,1
108652,1
104547,0
108981,1
106720,1
102515,1
106045,0
101647,0
101450,1
100223,1
102815,1
110091,1
109981,0
103444,1
109676,0
107754,1
108616,1
104654,0
103827,0
111388,0
106548,1
106645,1
109542,1
108669,0
105156,0
101975,0
108747,0
104373,1
108999,1
105475,1
100761,0
102629,0
110098,1
110150,1
109634,0
103755,1
104793,0
100106,0
100657,0
101883,1
102038,0
110973,0
101919,0
110369,1
101068,1
100552,0
101390,1
110370,1
107055,0
112973,1
112622,0
102447,0
104618,1
107685,0
111212,0
109777,0
104018,1
110978,1
103208,1
106829,0
110207,1
102317,0
110738,0
100101,1
104484,0
110139,0
103920,1
112568,0
102902,0
105824,1
107572,1
102504,1
111724,1
108524,1
107815,0
110915,0
111395,0
105811,1
109922,1
102668,0
104016,0
102039,0
100576,0
111233,0
101571,1
111351,0
108862,0
105859,1
107302,1
106508,0
110950,1
110661,0
102429,0
111383,1
104896,0
103024,1
110135,0
106902,1
104707,0
102639,1
113002,0
102107,0
110271,1
107505,0
105448,1
103667,1
112661,1
105148,1
102851,1
110278,1
112462,0
108701,1
108859,0
112348,0
104389,0
112598,1
112105,1
108457,0
112468,0
104535,0
110928,0
105402,0
109498,0
112529,0
101347,0
106526,1
102657,0
106245,0
101559,0
109014,0
101333,1
104946,1
104433,0
107220,0
105916,0
112967,0
101063,0
103415,0
108282,1
105245,0
106029,0
108025,1
106266,1
104428,0
105269,0
111658,1
110254,0
107355,0
102773,0
112171,0
108415,0
101220,1
109237,0
102161,0
110141,0
107692,1
111929,1
106847,0
100654,1
109198,0
105945,0
100803,0
105227,0
107610,0
102259,0
101885,0
104772,1
110311,1
105329,1
105133,1
109464,0
109157,0
102896,1
102394,0
102328,1
104323,1
100203,0
101787,0
109624,0
102385,1
106557,0
100842,0
108593,1
105548,0
104362,0
111965,1
100673,0
111285,0
101028,1
108449,0
105169,0
111225,0
102736,1
108294,1
101580,1
112337,1
101306,0
102130,1
108210,0
107483,0
110421,0
101382,0
112368,0
101191,0
102197,0
112100,0
103435,0
106459,0
100424,0
111801,1
105922,1
103600,1
102615,0
103272,0
102069,1
107469,1
110219,0
109314,0
107799,1
109547,1
105386,1
101516,0
103793,1
112851,0
103791,1
109513,1
106904,1
105476,0
111466,1
101061,0
111444,0
109638,0
104791,0
108462,0
100242,0
100762,0
100024,0
100149,0
100435,0
101895,1
109920,0
111566,1
111173,0
104031,0
108130,1
108198,1
102490,1
102531,0
108114,1
108910,0
109107,0
100175,0
108704,0
105563,0
106969,1
103245,1
103854,0
104862,0
110102,1
107742,0
100494,0
100026,0
104741,1
107461,0
106485,0
112770,0
105315,1
106256,0
106987,1
107050,0
108137,0
104102,0
104432,0
109894,1
105338,0
110690,0
106659,0
109207,0
106511,0
103634,1
106499,0
106771,0
104481,1
100745,1
106108,1
109225,0
111346,1
102649,0
105385,0
106136,1
104831,0
101285,0
101742,1
105770,1
100071,0
111105,1
109505,1
104622,0
107434,1
105721,0
100053,1
109991,1
107886,0
107552,1
107707,1
109897,0
101492,0
110414,0
101071,0
106696,0
110991,1
109046,0
105363,1
109733,1
103994,0
107775,0
103112,0
104864,0
112106,1
100621,0
110001,1
108655,1
104871,0
106600,0
107063,1
106028,0
100505,0
109308,0
103344,0
111777,0
112239,1
112774,1
111459,0
102196,0
112549,1
111117,1
102232,0
109462,0
101693,0
109829,0
110772,0
112920,1
107991,0
103727,1
100312,1
106047,0
105578,1
111755,0
111494,0
105969,0
103135,1
102802,0
100226,0
100879,0
106606,0
102156,1
107327,1
103147,0
101082,1
111835,0
108081,1
105115,0
104816,0
111296,1
106955,0
101076,0
105889,1
100502,0
111043,1
102838,0
100644,0
107005,0
112600,1
112102,0
109453,0
107170,1
101976,1
100207,1
101014,1
104567,1
102368,0
102008,0
110877,0
110537,0
106091,1
103449,1
109789,0
111175,0
110801,1
101184,0
100310,0
106399,1
108329,0
105493,1
112700,0
101244,0
101673,1
107734,1
107655,0
107136,1
104840,1
103176,0
110809,0
107936,1
104951,0
101470,0
105211,0
110689,0
105504,0
100486,0
112612,0
109818,0
101209,0
103182,0
106382,1
101189,0
111110,1
107539,1
110536,0
103068,0
111930,0
107979,1
111934,1
107844,1
106636,0
111646,0
112467,1
106398,0
105229,0
102811,0
111740,0
102475,0
102435,0
100266,0
108893,1
103620,0
100306,0
109771,0
107149,0
101429,0
102822,0
101570,0
112513,1
112822,0
101265,0
101583,0
107816,1
109626,0
108275,1
112090,0
110931,0
100221,0
102666,0
101178,0
109593,1
107787,0
106329,0
101253,1
111728,1
111593,0
101070,0
102216,0
100797,0
108966,1
106543,0
100682,0
100084,0
112657,1
110800,1
102605,1
104977,0
105020,0
103844,1
100816,0
100571,1
109263,0
105980,0
106174,1
107911,1
111559,0
110820,0
104006,0
100367,0
100346,1
101606,1
101501,1
111873,0
102307,1
101458,0
104552,0
102200,1
112867,1
100032,0
103306,1
110613,1
110402,0
104916,0
105918,1
103778,0
112473,0
109962,0
108064,1
105788,1
112162,0
111418,1
111577,0
108163,0
109700,0
110575,0
101586,0
111183,0
101826,1
108367,0
103361,0
104212,0
103902,0
105495,0
100138,0
102745,0
100474,0
104057,1
104325,1
103592,0
105328,1
100740,1
105139,0
107599,0
107590,1
105000,0
106716,1
108744,1
105874,1
105547,0
103787,0
101328,1
111864,0
108638,0
108992,1
108203,0
102127,1
108373,0
110406,0
112080,1
107452,0
105446,1
103935,0
107357,0
105685,1
110363,1
102203,0
103955,1
105790,0
100093,0
101980,0
100404,1
102878,1
103804,0
106792,0
100844,1
111152,0
110622,0
103984,0
109309,0
107029,0
103872,1
107567,0
107425,1
103049,1
105048,1
102832,0
103683,0
104930,1
106597,0
100489,0
108613,1
102346,0
105911,1
107382,0
105123,1
109499,0
112327,1
111164,0
111629,1
108721,0
110685,0
105844,0
111815,0
107077,1
105924,1
103726,1
107152,0
107091,0
110245,1
110446,1
104675,0
106594,0
110697,1
112611,1
104153,0
101078,0
107494,1
107044,1
103438,0
102000,0
103177,1
103210,1
101773,0
102854,1
109451,0
104728,1
104462,1
107128,1
110804,0
103812,0
109305,0
104957,0
110522,0
102941,1
110582,1
106472,0
110040,1
107430,1
111695,0
102972,1
109953,0
103605,0
111994,1
100274,1
104360,1
107920,0
106949,0
110570,0
102132,1
105523,0
100660,1
100669,0
108113,0
110647,0
110342,0
112465,1
107957,1
107740,0
100513,0
108349,0
105984,0
104041,0
101840,1
111633,0
108309,0
110920,0
110541,0
109652,1
104029,0
108423,1
100941,1
100128,0
108530,0
100562,0
109848,0
102500,0
100080,0
103080,0
111240,0
103770,0
109659,0
103801,0
111865,1
104213,0
112800,1
104915,1
102186,1
101108,0
104649,1
104023,0
104198,0
107164,0
104983,0
102454,1
108212,1
103621,0
111501,0
109415,0
105510,0
100392,0
109670,0
110768,0
109085,0
102986,1
111267,1
103414,1
100641,0
112068,1
109163,0
103228,0
103342,1
100515,1
104482,1
111318,0
100662,0
103674,1
112557,0
113032,1
107151,1
102199,0
104089,0
107122,1
110670,0
111758,0
107139,0
108521,1
112364,0
106683,0
101391,0
108769,1
100219,1
102182,0
108310,0
101804,0
104606,0
107664,0
106992,1
107441,0
102638,0
104850,1
111330,1
101366,0
111478,0
111266,0
107569,1
109310,1
101155,1
112196,0
108412,0
110930,1
112139,1
106735,0
112078,1
100279,1
105623,1
106241,0
111780,0
112971,0
109928,0
112358,0
104892,0
105391,1
101346,0
110384,0
107793,1
109637,1
103540,1
108543,1
106943,0
110201,0
112933,1
112804,0
104201,1
102548,1
110157,1
107581,1
107016,0
102133,0
101069,0
106811,0
105431,0
101990,0
110186,1
107183,1
111776,0
110116,0
110838,1
109369,0
110668,1
104446,1
111404,1
112744,1
102952,1
107427,0
108098,0
103200,1
100158,1
101245,0
105576,1
103784,0
111018,0
112319,0
110391,0
112625,0
112126,1
104104,0
110715,1
107182,0
106013,0
103907,1
100743,0
100327,0
108048,1
111060,1
101104,0
110994,1
104623,0
100539,1
104338,0
103758,0
108431,0
104155,1
106092,0
108301,1
108045,0
108249,1
112675,1
109995,0
112299,0
101777,0
107417,0
100276,1
111607,0
109500,1
103297,0
104078,0
111807,0
107548,0
100168,1
103783,0
102301,1
112195,1
104379,1
100381,0
110142,0
100446,0
108324,0
104511,1
103313,1
102410,0
108099,0
109485,1
110099,1
101427,0
107849,0
112323,1
102357,1
102431,1
101259,1
100150,0
104121,0
102581,0
111996,1
102295,1
103166,1
103271,1
101393,1
105307,1
103441,0
101484,0
110015,0
103426,1
109029,1
105587,0
107223,1
112052,0
102192,0
105301,1
111771,1
106615,0
108740,1
107288,0
100950,1
107826,0
111874,0
108377,1
110378,0
107474,0
111415,1
107115,0
110856,0
103136,1
106655,1
103397,0
110958,0
100613,1
100713,1
108828,1
103134,1
105120,1
105789,0
102814,0
100921,0
101109,1
103855,0
105268,1
102013,1
105886,0
102858,0
101422,0
112404,0
108493,0
103487,1
104234,1
107485,0
100533,1
101651,0
108403,0
106055,1
105361,1
100605,0
105926,1
111053,1
101262,0
110709,0
104776,0
105064,0
109779,1
105477,1
100249,0
105858,0
104232,1
104642,0
102650,0
100855,0
105661,1
108602,0
100878,0
111635,1
104934,0
100899,1
104453,1
105761,0
105186,1
111332,1
107385,1
107105,0
106504,0
108159,0
111493,0
107864,1
111880,1
109076,1
100672,0
105217,0
104708,0
104412,0
102658,0
107919,1
108135,0
108566,0
103360,0
112365,1
112511,1
110472,0
102380,0
106087,1
107256,0
101046,0
110792,0
104961,0
105906,1
104902,1
105764,0
108948,0
106778,1
112579,0
102006,0
107014,0
102927,0
106574,1
109056,1
112273,0
103905,0
112766,1
102898,0
101891,1
103752,0
102547,0
102292,1
107061,0
108371,1
102585,0
109467,0
102754,1
111872,0
105739,1
111442,0
110129,0
101019,0
101625,1
104580,0
109128,0
103561,1
112234,0
109766,0
103697,1
112721,0
112149,0
102070,1
102636,1
112849,0
110884,0
105040,0
111508,1
103259,1
101892,1
110817,1
100751,1
110624,0
105524,1
100127,1
103574,1
103066,0
100971,0
100708,1
109277,1
111038,1
100370,0
109278,0
107225,0
102685,1
102837,1
107771,0
105633,0
101541,1
109660,0
106908,0
107178,0
103941,0
100822,1
101364,0
112199,1
104030,0
107561,1
110090,0
102313,1
101626,0
106628,1
112030,1
101471,0
105910,0
109254,0
107053,0
100861,1
112430,1
107197,0
110657,0
110788,1
112701,0
103829,1
100691,0
109210,1
103764,0
101297,1
111972,0
104269,1
108733,1
111411,0
105942,0
112489,0
103425,1
112312,0
108605,0
109739,0
108079,0
105832,0
104137,0
110366,0
108199,0
105802,1
111012,1
106232,0
110292,1
101350,0
110745,0
111923,0
101157,1
103119,1
104718,0
105825,1
107040,1
109117,0
104118,0
106365,1
105443,0
111859,1
100588,1
109561,1
101372,0
102565,0
110203,0
111074,1
112345,1
111423,1
108776,1
105225,1
105265,0
105214,1
107448,0
105164,1
107533,1
109788,1
111497,0
108519,0
107751,1
105686,1
105620,0
112308,1
105960,1
109348,1
112020,0
110890,0
107856,1
100914,1
100825,0
107206,0
109924,1
112923,0
103401,1
109810,1
112495,0
109834,0
100981,1
102110,0
106856,0
101963,0
103925,1
104804,0
100343,1
106652,1
111532,1
103978,1
107253,1
101237,1
100856,0
106002,1
103019,0
104743,0
103041,0
103461,1
104911,0
109963,1
100104,1
110645,1
105003,0
104158,0
111209,1
102702,1
110859,1
106917,0
101017,1
108115,0
104069,0
106456,0
110603,1
111094,1
109569,1
103976,1
112083,1
102774,1
100674,0
113017,0
110221,0
103268,0
103713,1
103327,1
111377,1
112218,1
100994,1
109557,0
109209,0
108692,1
107304,0
100522,1
111884,1
100952,0
102144,1
105932,0
102383,0
107625,1
107324,0
103348,1
102401,1
101546,0
101125,0
104286,0
109987,1
112452,1
107871,0
100303,0
112381,0
111447,1
107439,1
102170,1
112915,0
111639,0
100827,1
106839,1
102813,1
102890,1
106759,1
111355,1
102329,1
105293,0
101551,0
108504,1
110241,0
105288,1
106021,1
108379,0
110588,1
105422,1
103277,1
109150,1
104819,1
112636,1
110845,1
110528,0
112692,1
102656,0
105033,0
110981,0
100409,1
102820,0
101901,0
102058,0
109773,0
111236,0
102756,1
110456,1
108798,0
109242,0
112131,0
101419,1
102626,0
110559,1
110614,0
104002,1
101324,0
108141,0
105531,0
103636,1
103996,1
106726,1
107678,0
105553,1
110492,1
102825,1
100054,1
103911,0
108323,1
101569,1
109694,0
100965,1
104297,1
103206,1
109989,0
107549,0
102021,1
108538,0
101396,1
112742,0
111618,1
109635,0
107028,1
106462,1
103981,1
106378,0
108472,0
106956,1
105104,1
108645,0
103951,0
105575,0
108164,0
104020,0
110599,1
102514,0
110065,0
106032,0
106965,1
113012,0
106150,1
109745,1
110309,0
110220,0
106097,0
100109,1
110825,0
106025,0
109503,0
102620,0
103318,1
109289,0
108313,0
108448,0
105180,1
102893,1
107292,1
106968,0
104703,0
111316,0
111986,1
107623,0
109122,1
103917,0
105035,0
109564,0
111895,0
108314,0
108260,0
107603,1
107865,1
104758,0
112724,1
109328,0
110341,0
104049,1
104308,0
103429,0
103098,0
107046,1
108263,1
